Name	Caller	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Min	T:Max
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1:Controlled	Microsoft.Quantum.Canon.RAll1:Body	1	242	58564	NaN	242	242	48	2304	NaN	48	48	3	9	NaN	3	3	0	0	NaN	0	0	168	28224	NaN	168	168
Microsoft.Quantum.Canon.RAll1:Body	Microsoft.Quantum.Canon.WithCA:Body	1	242	58564	NaN	242	242	48	2304	NaN	48	48	3	9	NaN	3	3	0	0	NaN	0	0	168	28224	NaN	168	168
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_Identity:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli:Adjoint	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli:Adjoint	16	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Adjoint	16	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Adjoint	Microsoft.Quantum.Canon.ApplyToEachCA:Adjoint	14	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyToEachCA:Adjoint	Microsoft.Quantum.Canon.WithCA:Body	1	0	0	NaN	0	0	14	196	NaN	14	14	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.WithCA:Body	Microsoft.Quantum.Canon.RAll0:Body	1	242	58564	NaN	242	242	76	5776	NaN	76	76	3	9	NaN	3	3	0	0	NaN	0	0	168	28224	NaN	168	168
Microsoft.Quantum.Canon.RAll0:Body	Microsoft.Quantum.Canon.QuantumWalkByQubitization_:Body	1	242	58564	NaN	242	242	76	5776	NaN	76	76	3	9	NaN	3	3	0	0	NaN	0	0	168	28224	NaN	168	168
Microsoft.Quantum.Canon.BlockEncodingByLCU:Body	Microsoft.Quantum.Canon.QuantumWalkByQubitization_:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.BlockEncodingByLCU:Body	Microsoft.Quantum.Canon.BlockEncoding:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BlockEncodingByLCU:Body	Microsoft.Quantum.Canon.BlockEncodingFromBEandQubit_:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Math.AbsI:Body	Microsoft.Quantum.Canon.Pad:Body	131010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AssertBoolEqual:Body	Microsoft.Quantum.Canon.Pad:Body	131010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ConstantArray:Body	Microsoft.Quantum.Canon.Pad:Body	131010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Pad:Body	Microsoft.Quantum.Canon.PrepareArbitraryState:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.AbsComplexPolar:Body	Microsoft.Quantum.Canon.BlochSphereCoordinates:Body	65532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ArgComplexPolar:Body	Microsoft.Quantum.Canon.BlochSphereCoordinates:Body	65532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.Sqrt:Body	Microsoft.Quantum.Canon.BlochSphereCoordinates:Body	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.ArcTan2:Body	Microsoft.Quantum.Canon.BlochSphereCoordinates:Body	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BlochSphereCoordinates:Body	Microsoft.Quantum.Canon.StatePreparationSBMComputeCoefficients_:Body	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.StatePreparationSBMComputeCoefficients_:Body	Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.IndiciesOfNonIdentity:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliArrayByIndex:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_R:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalR:Adjoint	32767	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalR:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Adjoint	32767	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	1	0	0	NaN	0	0	0	0	NaN	0	0	1	1	NaN	1	1	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	1	0	0	NaN	0	0	0	0	NaN	0	0	1	1	NaN	1	1	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_S:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Adjoint	20456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Adjoint	20456	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.S:Adjoint	28	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.S:Adjoint	Microsoft.Quantum.Canon.WithCA:Adjoint	14	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	36091	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	Microsoft.Quantum.Canon.WithCA:Adjoint	14	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Pad:Body	Microsoft.Quantum.Canon.MultiplexZ:Adjoint	65504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Adjoint	65532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	131064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	65532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	131064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	65532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Adjoint	Microsoft.Quantum.Canon.MultiplexZ:Adjoint	32766	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexZ:Adjoint	Microsoft.Quantum.Canon.MultiplexPauli:Adjoint	28	2338.42857142857	25555923.7142857	20831663.5132275	0	16382	0	0	0	0	0	1170.21428571429	6391320.35714286	5207915.87830688	1	8192	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexPauli:Adjoint	Microsoft.Quantum.Canon.WithCA:Adjoint	28	2338.42857142857	25555923.7142857	20831663.5132275	0	16382	1	2	1.03703703703704	0	2	1170.21428571429	6391320.35714286	5207915.87830688	1	8192	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Adjoint	28	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Adjoint	Microsoft.Quantum.Canon.WithCA:Adjoint	14	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.WithCA:Adjoint	Microsoft.Quantum.Canon.MultiplexPauli:Adjoint	28	2338.42857142857	25555923.7142857	20831663.5132275	0	16382	3	10	1.03703703703704	2	4	1170.21428571429	6391320.35714286	5207915.87830688	1	8192	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_S:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Body	32477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Body	32477	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalS:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.S:Body	12049	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.S:Body	Microsoft.Quantum.Canon.WithCA:Adjoint	14	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexPauli:Adjoint	Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	28	2338.42857142857	25555923.7142857	20831663.5132275	0	16382	2	8	4.14814814814815	0	4	1170.21428571429	6391320.35714286	5207915.87830688	1	8192	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	13	5008.61538461538	109604324.923077	91561271.5897436	0	32712	28	1008	242.666666666667	4	52	2519.30769230769	27526801.6153846	22944881.2307692	3	16383	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexZComputeCoefficients_:Body	Microsoft.Quantum.Canon.MultiplexZ:Adjoint	32738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_CX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	89518	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Adjoint	65476	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Adjoint	Microsoft.Quantum.Canon.MultiplexZ:Adjoint	65476	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexZ:Adjoint	Microsoft.Quantum.Canon.MultiplexZ:Adjoint	65476	10.0111185777995	10886.6296047407	10786.5718504111	0	8190	0	0	0	0	0	6.00555928889978	2732.66851976297	2696.64296260278	1	4096	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.PrepareArbitraryState_:Adjoint	Microsoft.Quantum.Canon.PrepareArbitraryState:Body	1	65476	4287106576	NaN	65476	65476	56	3136	NaN	56	56	32767	1073676289	NaN	32767	32767	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.PrepareArbitraryState:Body	Microsoft.Quantum.Canon.WithCA:Body	1	65476	4287106576	NaN	65476	65476	56	3136	NaN	56	56	32767	1073676289	NaN	32767	32767	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Math.MinI:Body	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	48090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Adjoint	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	24042	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT:Body	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.T:Body	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.T:Body	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Body	137602	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Body	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	72126	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_RFrac:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac:Adjoint	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac:Adjoint	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT:Adjoint	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.T:Adjoint	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.T:Adjoint	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.S:Body	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	12021	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Body	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	12021	6	36	0	6	6	3	9	0	3	3	0	0	0	0	0	0	0	0	0	0	4	16	0	4	4
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:ControlledAdjoint	24042	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:ControlledAdjoint	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	24042	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.LookupImpl:Body	Microsoft.Quantum.Canon.IdxToUnitary_:Body	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.PauliLCUUnitary_:Body	Microsoft.Quantum.Canon.IdxToUnitary_:Body	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.IdxToUnitary_:Body	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.IntToPauli:Body	Microsoft.Quantum.Canon.IntsToPaulis:Body	100900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.IntsToPaulis:Body	Microsoft.Quantum.Canon.ApplyPauliLCUUnitary_:Controlled	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Subarray:Body	Microsoft.Quantum.Canon.ApplyPauliLCUUnitary_:Controlled	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Body	80472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Body	60044	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ:Body	60044	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ:Body	60044	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Adjoint	80472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Adjoint	60044	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ:Body	60044	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Z:Controlled	60044	1	1	0	1	1	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Z:Controlled	Microsoft.Quantum.Canon.ApplyPauli:Controlled	60044	1	1	0	1	1	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyPauli:Controlled	Microsoft.Quantum.Canon.ApplyPauliLCUUnitary_:Controlled	12017	8.39643837896318	84.3020720645752	13.8030432392327	1	22	13.3930265457269	234.66289423317	55.2943355213491	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyPauliLCUUnitary_:Controlled	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	12017	8.39643837896318	84.3020720645752	13.8030432392327	1	22	13.3930265457269	234.66289423317	55.2943355213491	0	44	0.494965465590414	0.494965465590414	0.249995456946423	0	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	Microsoft.Quantum.Canon.MultiplexOperationsFromGenerator_:Adjoint	24044	106.746631176177	2009854.34594909	1998542.62290383	0	133898	117.710197970388	2306795.51921477	2293035.19679988	0	143948	3.46331725170519	1817.0629678922	1805.14347817727	0	4001	5.99950091498915	7410.57319913492	7374.88591249057	0	8191	23.9980036599566	118569.171186159	117998.174599849	0	32764
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	Microsoft.Quantum.Canon.LogicalANDMeasAndFix_:Adjoint	12021	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
