Name	Caller	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Min	T:Max
Microsoft.Quantum.Canon.RAll0:Body	Microsoft.Quantum.Canon.QuantumWalkByQubitization_:Body	1	1622	2630884	NaN	1622	1622	490	240100	NaN	490	490	3	9	NaN	3	3	0	0	NaN	0	0	1134	1285956	NaN	1134	1134
Microsoft.Quantum.Canon.QuantumROMQubitCount:Body	Microsoft.Quantum.Canon.QuantumROMQubitManager_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.SplitArray:Body	Microsoft.Quantum.Canon.QuantumROMQubitManager_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.QuantumROMQubitManager_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingQubitManager_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerSelectQubitCount:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerSelectQubitManager:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.SplitArray:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerSelectQubitManager:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerSelectQubitManager:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingQubitManager_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.SplitArray:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingQubitManager_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingQubitManager_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingStatePrep_:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.LookupImpl:Body	Microsoft.Quantum.Chemistry.JordanWigner.OptimizedBEGeneratorSystemCoeff_:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.GetOptimizedBETermIndexCoeff_:Body	Microsoft.Quantum.Chemistry.JordanWigner.OptimizedBEGeneratorSystemCoeff_:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.OptimizedBEGeneratorSystemCoeff_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingStatePrep__:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.Lg:Body	Microsoft.Quantum.Canon.QuantumROM:Body	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.Ceiling:Body	Microsoft.Quantum.Canon.QuantumROM:Body	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.AbsD:Body	Microsoft.Quantum.Canon.PNorm:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.PowD:Body	Microsoft.Quantum.Canon.PNorm:Body	12272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.PNorm:Body	Microsoft.Quantum.Canon.QuantumROMDiscretization_:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.IntArrayFromRange:Body	Microsoft.Quantum.Canon.QuantumROMDiscretization_:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.AbsD:Body	Microsoft.Quantum.Canon.QuantumROMDiscretizationRoundCoefficients_:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Convert.ToDouble:Body	Microsoft.Quantum.Canon.QuantumROMDiscretizationRoundCoefficients_:Body	24540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.Round:Body	Microsoft.Quantum.Canon.QuantumROMDiscretizationRoundCoefficients_:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.QuantumROMDiscretizationRoundCoefficients_:Body	Microsoft.Quantum.Canon.Map:Body	12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Map:Body	Microsoft.Quantum.Canon.QuantumROMDiscretization_:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.AbsI:Body	Microsoft.Quantum.Canon.QuantumROMDiscretization_:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.QuantumROMDiscretization_:Body	Microsoft.Quantum.Canon.QuantumROM:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Convert.ToDouble:Body	Microsoft.Quantum.Canon.QuantumROM:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.QuantumROMQubitCount:Body	Microsoft.Quantum.Canon.QuantumROM:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.QuantumROM:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerOptimizedBlockEncodingStatePrep__:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Convert.ToDouble:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.Lg:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Math.Ceiling:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Math.PI:Body	Microsoft.Quantum.Canon.AmpAmpPhasesStandard:Body	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AmpAmpPhasesStandard:Body	Microsoft.Quantum.Canon.AmpAmpByOracle:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.DeterministicStateOracleFromStateOracle:Body	Microsoft.Quantum.Canon.AmpAmpByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ReflectionStart:Body	Microsoft.Quantum.Canon.AmpAmpObliviousByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.TargetStateReflectionOracle:Body	Microsoft.Quantum.Canon.AmpAmpObliviousByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ObliviousOracleFromDeterministicStateOracle:Body	Microsoft.Quantum.Canon.AmpAmpObliviousByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AmpAmpObliviousByReflectionPhases:Body	Microsoft.Quantum.Canon.AmpAmpObliviousByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AmpAmpObliviousByOraclePhases:Body	Microsoft.Quantum.Canon.AmpAmpByOraclePhases:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AmpAmpByOraclePhases:Body	Microsoft.Quantum.Canon.AmpAmpByOracle:Body	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AmpAmpByOracle:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Convert.ToDouble:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.Sqrt:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.PI:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.Sin:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.ArcSin:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	74126	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H:Body	Microsoft.Quantum.Canon.ApplyToEachCA:Body	50	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyToEachCA:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	13	169	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AsQubitArray:Body	Microsoft.Quantum.Canon.ApplyReversedOpLittleEndianCA:Body	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Reverse:Body	Microsoft.Quantum.Canon.ApplyReversedOpLittleEndianCA:Body	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AssertBoolEqual:Body	Microsoft.Quantum.Canon.BoolArrFromPositiveInt:Body	81092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BoolArrFromPositiveInt:Body	Microsoft.Quantum.Canon.InPlaceXorLE:Body	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Body	Microsoft.Quantum.Canon.InPlaceXorLE:Body	60	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.InPlaceXorLE:Body	Microsoft.Quantum.Canon.ApplyReversedOpLittleEndianCA:Body	6	0	0	0	0	0	10	100	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyReversedOpLittleEndianCA:Body	Microsoft.Quantum.Canon.InPlaceXorBE:Body	6	0	0	0	0	0	10	100	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.InPlaceXorBE:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	6	0	0	0	0	0	10	100	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Reverse:Body	Microsoft.Quantum.Canon.BigEndianToLittleEndian:Body	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BigEndianToLittleEndian:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorBE:Body	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BindCA:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE:Body	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyToEachCA:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Body	8	0	0	0	0	0	13.5	183	0.857142857142858	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Body	148356	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Body	Microsoft.Quantum.Canon.InPlaceMajority:Body	200	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCNOT:Body	100	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCNOT:Body	Microsoft.Quantum.Canon.InPlaceMajority:Body	100	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Canon.InPlaceMajority:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Body	100	12	144	0	12	12	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Body	Microsoft.Quantum.Canon.WithCA:Body	4	150	22608	144	132	156	38.5	1489	9	34	40	0	0	0	0	0	0	0	0	0	0	87.5	7693	49	77	91
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Body	Microsoft.Quantum.Canon.BindCAImpl:Body	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Body	Microsoft.Quantum.Canon.BindCAImpl:Body	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.BindCAImpl:Body	Microsoft.Quantum.Canon.WithCA:Body	4	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCNOT:Adjoint	100	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCNOT:Adjoint	Microsoft.Quantum.Canon.InPlaceMajority:Adjoint	100	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_CX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	129122	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Adjoint	204	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT:Adjoint	Microsoft.Quantum.Canon.InPlaceMajority:Adjoint	200	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.InPlaceMajority:Adjoint	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Adjoint	100	12	144	0	12	12	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Canon.ApplyToEachCA:Adjoint	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Adjoint	8	0	0	0	0	0	13.5	183	0.857142857142858	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE_:Adjoint	Microsoft.Quantum.Canon.WithCA:Body	4	150	22608	144	132	156	38.5	1489	9	34	40	0	0	0	0	0	0	0	0	0	0	87.5	7693	49	77	91
Microsoft.Quantum.Canon.WithCA:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE:Body	4	301	91033	576	265	313	78	6111	36	69	81	0	0	0	0	0	0	0	0	0	0	175	30772	196	154	182
Microsoft.Quantum.Canon.ApplyRippleCarryComparatorLE:Body	Microsoft.Quantum.Canon.ApplyRippleCarryComparatorBE:Body	4	301	91033	576	265	313	78	6111	36	69	81	0	0	0	0	0	0	0	0	0	0	175	30772	196	154	182
Microsoft.Quantum.Canon.ApplyRippleCarryComparatorBE:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	313	97969	0	313	313	81	6561	0	81	81	0	0	0	0	0	0	0	0	0	0	182	33124	0	182	182
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_SthenH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	26	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	26	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	6	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_HthenS:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	26	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	26	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	6	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Body	3	0	0	0	0	0	2	4	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	3	0	0	0	0	0	2	4	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	0	0	0	0	0	2	4	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Controlled	3	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X:Controlled	Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	3	10	100	0	10	10	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	7	49	0	7	7
Microsoft.Quantum.Canon.PrepareUniformSuperposition_:Body	Microsoft.Quantum.Canon.StateOracle:Body	3	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Canon.StateOracle:Body	Microsoft.Quantum.Canon._DeterministicStateOracleFromStateOracle:Body	3	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Canon._DeterministicStateOracleFromStateOracle:Body	Microsoft.Quantum.Canon.DeterministicStateOracle:Body	3	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Canon.DeterministicStateOracle:Body	Microsoft.Quantum.Canon._ObliviousOracleFromDeterministicStateOracle:Body	3	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Canon.NoOp2:Body	Microsoft.Quantum.Canon.ObliviousOracle:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ObliviousOracle:Body	Microsoft.Quantum.Canon._ObliviousOracleFromDeterministicStateOracle:Body	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon._ObliviousOracleFromDeterministicStateOracle:Body	Microsoft.Quantum.Canon.ObliviousOracle:Body	3	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Canon.ObliviousOracle:Body	Microsoft.Quantum.Canon.AmpAmpObliviousByReflectionPhasesImpl:Body	2	323	104329	0	323	323	119	14161	0	119	119	1	1	0	1	1	0	0	0	0	0	189	35721	0	189	189
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalR:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	1	1	NaN	1	1	0	0	NaN	0	0	0	0	NaN	0	0
