tst=0
info=1.163
nuc=58.241348127
Ehf=-187.632223091
0,0=-36.468527760
0,4=-0.544008557
0,6=0.303955385
0,14=0.256976832
0,18=-0.190474021
0,24=0.050135850
0,32=0.300517718
0,38=-0.098479401
0,44=0.737244916
1,1=-36.468653185
1,2=0.003220739
1,3=-0.500086151
1,5=0.376668715
1,13=0.212316090
1,17=0.027776026
1,19=0.196525891
1,25=-0.192132947
1,37=-0.229385588
1,41=-0.073298655
1,42=-0.682061213
1,43=-0.116100418
2,2=-25.209692201
2,3=-0.281664553
2,5=-0.242881346
2,13=-0.110318393
2,17=-0.349086024
2,19=-0.063327424
2,25=0.010357494
2,37=0.091408588
2,41=-0.334784465
2,42=0.071101859
2,43=-0.533265979
3,3=-12.119742696
3,5=-0.539082935
3,13=1.240490808
3,17=-0.156474782
3,19=-0.013434212
3,25=-0.935666010
3,37=-0.241353093
3,41=-0.240871962
3,42=-0.691160296
3,43=-0.572355546
4,4=-12.245426806
4,6=-0.895429401
4,14=0.921904745
4,18=0.048805180
4,24=0.238304310
4,32=1.119593920
4,38=-0.270197505
4,44=0.739893329
5,5=-10.576009324
5,13=0.025846811
5,17=0.027550002
5,19=-1.850934260
5,25=0.256248914
5,37=0.443752988
5,41=0.299642268
5,42=0.818398777
5,43=-0.640470408
6,6=-10.796832214
6,14=-0.693013567
6,18=1.572806411
6,24=1.040176536
6,32=-0.196796138
6,38=0.287385949
6,44=-0.661897917
7,7=-10.540390633
7,11=-0.000030822
7,12=0.419411804
7,15=0.000006803
7,16=-1.463416098
7,22=-1.488706424
7,23=-0.000001593
7,35=-0.000923716
8,8=-10.540390614
8,11=-0.419411795
8,12=-0.000030822
8,15=1.463416123
8,16=0.000006803
8,22=-0.000001593
8,23=1.488706388
8,36=0.000923711
9,9=-10.544702487
9,20=2.300328740
9,21=0.000001565
9,28=0.083280336
9,29=0.000000195
9,39=-0.297395942
9,40=-0.000000244
10,10=-10.544702465
10,20=0.000001565
10,21=-2.300328751
10,28=0.000000195
10,29=-0.083280327
10,39=0.000000244
10,40=-0.297395940
11,11=-9.512364942
11,15=-1.417265161
11,16=0.000097563
11,22=-0.000147979
11,23=1.984765530
11,35=-0.000003960
11,36=0.051123479
12,12=-9.512364902
12,15=-0.000097563
12,16=-1.417265213
12,22=1.984765488
12,23=0.000147979
12,35=0.051123477
12,36=0.000003960
13,13=-8.279801939
13,17=-1.994965875
13,19=0.721361037
13,25=1.179756908
13,37=0.189587513
13,41=-0.311818020
13,42=0.413860170
13,43=0.330654902
14,14=-6.091633034
14,18=-0.040273418
14,24=0.069404567
14,32=-1.436367865
14,38=0.344438768
14,44=-0.445532083
15,15=-7.786031317
15,22=0.000000627
15,23=-0.109667395
15,35=-0.000003986
15,36=0.462212351
16,16=-7.786031361
16,22=-0.109667379
16,23=-0.000000627
16,35=0.462212352
16,36=0.000003986
17,17=-9.157505290
17,19=0.233670330
17,25=-0.052855404
17,37=0.407018151
17,41=-1.782867129
17,42=-0.043163460
17,43=-0.211684620
18,18=-7.850549959
18,24=1.717005483
18,32=0.036761739
18,38=0.348290007
18,44=0.768164428
19,19=-6.624941085
19,25=-0.224485488
19,37=0.830738438
19,41=0.509527837
19,42=0.893240591
19,43=-0.874343018
20,20=-7.957411952
20,28=0.475520268
20,29=0.000000788
20,39=0.548972971
20,40=0.000000823
21,21=-7.957411971
21,28=-0.000000788
21,29=0.475520271
21,39=0.000000823
21,40=-0.548972972
22,22=-7.745473941
22,35=-0.182125936
22,36=-0.000000529
23,23=-7.745473964
23,35=0.000000529
23,36=-0.182125935
24,24=-10.099080781
24,32=-1.138516465
24,38=-1.206983201
24,44=0.325493089
25,25=-6.645972161
25,37=0.441417597
25,41=0.126629500
25,42=-1.344896217
25,43=-0.301355183
26,26=-8.194726340
26,33=-0.272553690
26,34=0.001428521
27,27=-8.194726340
27,33=-0.001428521
27,34=-0.272553690
28,28=-8.634311897
28,39=-0.706069957
28,40=-0.000002229
29,29=-8.634311898
29,39=-0.000002229
29,40=0.706069961
30,30=-7.460436352
31,31=-7.460436352
32,32=-6.476868579
32,38=-0.379102237
32,44=-1.608269815
33,33=-7.324127206
34,34=-7.324127206
35,35=-7.462560562
36,36=-7.462560561
37,37=-6.967606048
37,41=1.046955796
37,42=-0.440398106
37,43=-1.127391416
38,38=-7.118642314
38,44=0.216771425
39,39=-6.757179181
40,40=-6.757179182
41,41=-7.553172513
41,42=0.043734152
41,43=-0.059367615
42,42=-5.928638418
42,43=0.135096643
43,43=-7.141054077
44,44=-5.254387847
0,0,0,0=2.481446385
0,1,0,1=2.253917035
0,1,1,0=2.481453597
1,1,1,1=2.481460860
0,2,0,1=-0.000925434
0,2,0,2=0.000000485
0,2,1,0=-0.000889900
1,2,1,1=-0.000889869
1,2,1,2=0.000000508
0,2,2,0=0.455080832
1,2,2,1=0.455095389
1,2,2,2=0.000166194
2,2,2,2=3.502581056
0,3,0,1=0.193287919
0,3,0,2=-0.000108510
0,3,0,3=0.026282736
0,3,1,0=0.192404910
1,3,1,1=0.192399028
1,3,1,2=-0.000108849
2,3,1,2=-0.003573141
1,3,1,3=0.026287742
0,3,2,0=-0.001219881
1,3,2,1=-0.001219977
1,3,2,2=-0.000000450
2,3,2,2=0.231292653
1,3,2,3=-0.000004074
2,3,2,3=0.024084795
