tst=0
info=1.163
nuc=58.241348127
Ehf=-185.065445395
0,0=-36.148417382
0,4=0.529090454
0,8=0.324073414
0,14=0.247710297
1,1=-36.148818211
1,2=0.000778276
1,3=-0.485625688
1,5=0.401692338
1,13=0.194819341
2,2=-25.026774026
2,3=-0.286759914
2,5=-0.257975100
2,13=-0.312359484
3,3=-11.849804026
3,5=-0.307977947
3,13=0.996373717
4,4=-11.932820018
4,8=0.668821153
4,14=-0.571339890
5,5=-10.526827388
5,13=0.075371531
6,6=-10.569521093
6,11=0.249037123
6,12=-0.190918559
7,7=-10.569521093
7,11=-0.190918559
7,12=-0.249037123
8,8=-10.762618776
8,14=-0.160633704
9,9=-10.802008749
10,10=-10.802008749
11,11=-10.419676767
12,12=-10.419676767
13,13=-10.760270143
14,14=-11.028696357
0,0,0,0=2.485802128
0,1,0,1=2.258534770
0,1,1,0=2.486104200
1,1,1,1=2.486406416
0,2,0,1=-0.000460388
0,2,0,2=0.000001181
0,2,1,0=-0.000340535
1,2,1,1=-0.000340641
1,2,1,2=0.000000390
0,2,2,0=0.455124888
1,2,2,1=0.455100801
1,2,2,2=0.000825288
2,2,2,2=3.507897632
0,3,0,1=0.187983179
0,3,0,2=-0.000038934
0,3,0,3=0.024092023
0,3,1,0=0.187306935
1,3,1,1=0.187354056
1,3,1,2=-0.000040234
2,3,1,2=-0.002771590
1,3,1,3=0.024109306
0,3,2,0=-0.000289007
1,3,2,1=-0.000289206
1,3,2,2=0.000076469
2,3,2,2=0.226455775
1,3,2,3=0.000011977
2,3,2,3=0.022491018
0,3,3,0=0.606684620
1,3,3,1=0.606670357
1,3,3,2=0.000038831
2,3,3,2=0.628084062
1,3,3,3=0.002715445
2,3,3,3=0.004124419
3,3,3,3=0.535246673
0,4,0,0=-0.202667793
1,4,0,1=-0.202717300
1,4,0,2=0.000042391
2,4,0,2=0.001979025
1,4,0,3=-0.025935166
2,4,0,3=-0.000016709
3,4,0,3=-0.003582793
0,4,0,4=0.027928333
0,4,1,1=-0.203325907
0,4,1,2=0.000041032
0,4,1,3=-0.025931701
1,4,1,4=0.027940294
0,4,2,1=0.009293255
0,4,2,2=-0.000064833
0,4,2,3=-0.000094155
1,4,2,4=0.000112640
