tst=0
info=0,0
nuc=-21.198707447
Ehf=-39.6681542761
0,0=-4.2390856
3,0=0.0002035
3,3=-3.9705253
1,0=0.0000854
1,3=-0.0001320
1,1=-3.9701802
2,0=0.0144468
2,3=0.0000048
2,1=-0.0000092
2,2=-3.9033037
6,0=0.0003355
6,3=-0.0003370
6,1=-0.0002832
6,2=0.0000512
6,6=-3.0699829
7,0=-0.5539970
7,3=-0.0010199
7,1=-0.0005025
7,2=0.0255399
7,6=-0.0000616
7,7=-2.9249308
5,0=-0.0001554
5,3=0.2880556
5,1=-0.5312191
5,2=-0.0000055
5,6=-0.0000110
5,7=-0.0001280
5,5=-2.8809439
4,0=0.0009277
4,3=-0.5311873
4,1=-0.2878820
4,2=-0.0000300
4,6=0.0000446
4,7=-0.0001954
4,5=0.0000845
4,4=-2.8804784
0,0,0,0=0.512589
0,3,0,0=-0.000155
3,3,0,0=0.126427
3,3,0,3=0.000057
0,3,3,0=0.508315
3,3,3,0=0.000057
3,3,3,3=0.537581
0,1,0,0=0.000014
3,1,0,0=0.000008
3,1,0,3=-0.000027
1,1,0,0=0.126384
1,1,0,3=0.000065
1,1,0,1=-0.000029
0,1,3,0=0.000025
3,1,3,0=-0.000025
3,1,3,3=0.015849
1,1,3,0=0.000065
1,1,3,3=0.045240
1,1,3,1=-0.015814
0,1,1,0=0.508284
3,1,1,0=0.000010
3,1,1,3=0.485512
1,1,1,0=-0.000029
1,1,1,3=-0.015814
1,1,1,1=0.537541
0,2,0,0=-0.011810
3,2,0,0=-0.000005
3,2,0,3=-0.002857
1,2,0,0=0.000002
1,2,0,3=-0.000004
1,2,0,1=-0.002852
2,2,0,0=0.086261
2,2,0,3=0.000024
2,2,0,1=-0.000017
2,2,0,2=0.013956
0,2,3,0=-0.000008
3,2,3,0=0.002584
3,2,3,3=0.000001
1,2,3,0=-0.000007
1,2,3,3=-0.000001
1,2,3,1=-0.000001
2,2,3,0=0.000024
2,2,3,3=0.024244
2,2,3,1=0.000003
2,2,3,2=0.000007
0,2,1,0=0.000004
3,2,1,0=-0.000007
3,2,1,3=0.000001
1,2,1,0=0.002592
1,2,1,3=0.000002
1,2,1,1=0.000001
2,2,1,0=-0.000017
2,2,1,3=0.000003
2,2,1,1=0.024242
2,2,1,2=-0.000001
0,2,2,0=0.539920
3,2,2,0=-0.000018
3,2,2,3=0.516365
1,2,2,0=-0.000029
1,2,2,3=0.000029
1,2,2,1=0.516345
2,2,2,0=0.013956
2,2,2,3=0.000007
2,2,2,1=-0.000001
2,2,2,2=0.675664
0,6,0,0=-0.000053
3,6,0,0=0.000035
3,6,0,3=-0.027850
1,6,0,0=0.000079
1,6,0,3=-0.049408
1,6,0,1=0.027771
2,6,0,0=0.000001
2,6,0,3=0.000001
2,6,0,1=0.000001
2,6,0,2=-0.000072
6,6,0,0=0.061945
6,6,0,3=-0.000017
6,6,0,1=0.000039
6,6,0,2=-0.001001
6,6,0,6=0.000038
0,6,3,0=0.000080
3,6,3,0=-0.050946
3,6,3,3=0.000001
1,6,3,0=-0.090509
1,6,3,3=-0.000086
1,6,3,1=0.000060
2,6,3,0=0.000002
2,6,3,3=-0.000702
2,6,3,1=-0.001258
2,6,3,2=0.000066
6,6,3,0=-0.000017
6,6,3,3=0.106431
6,6,3,1=-0.000036
6,6,3,2=-0.000003
6,6,3,6=-0.000065
0,6,1,0=0.000140
3,6,1,0=-0.090531
3,6,1,3=-0.000055
1,6,1,0=0.050956
1,6,1,3=0.000034
1,6,1,1=0.000019
2,6,1,0=0.000002
2,6,1,3=-0.001258
2,6,1,1=0.000715
2,6,1,2=0.000048
6,6,1,0=0.000039
6,6,1,3=-0.000036
6,6,1,1=0.106485
6,6,1,2=-0.000002
6,6,1,6=0.000036
0,6,2,0=-0.000002
3,6,2,0=0.000002
3,6,2,3=0.000170
1,6,2,0=0.000001
1,6,2,3=0.000307
1,6,2,1=-0.000175
2,6,2,0=-0.000030
2,6,2,3=0.000008
2,6,2,1=0.000006
2,6,2,2=-0.000023
