# wave function for qubits with ids (least to most significant): 6;5;4;3;2;1;0
∣  0❭:	 0.470162 +  0.000000 i	 == 	*****                [ 0.221053 ]     --- [  0.00000 rad ]
∣ 28❭:	 0.035631 +  0.000000 i	 == 	*                    [ 0.001270 ]     --- [  0.00000 rad ]
∣ 29❭:	 0.020144 +  0.000000 i	 == 	*                    [ 0.000406 ]     --- [  0.00000 rad ]
∣ 30❭:	 0.025962 +  0.000000 i	 == 	*                    [ 0.000674 ]     --- [  0.00000 rad ]
∣ 31❭:	 0.000221 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 32❭:	 0.194604 +  0.000000 i	 == 	*                    [ 0.037871 ]     --- [  0.00000 rad ]
∣ 33❭:	 0.191637 +  0.000000 i	 == 	*                    [ 0.036725 ]     --- [  0.00000 rad ]
∣ 34❭:	 0.056765 +  0.000000 i	 == 	*                    [ 0.003222 ]     --- [  0.00000 rad ]
∣ 35❭:	 0.017804 +  0.000000 i	 == 	*                    [ 0.000317 ]     --- [  0.00000 rad ]
∣ 36❭:	 0.077819 +  0.000000 i	 == 	*                    [ 0.006056 ]     --- [  0.00000 rad ]
∣ 37❭:	 0.067618 +  0.000000 i	 == 	*                    [ 0.004572 ]     --- [  0.00000 rad ]
∣ 38❭:	 0.047997 +  0.000000 i	 == 	*                    [ 0.002304 ]     --- [  0.00000 rad ]
∣ 39❭:	 0.001636 +  0.000000 i	 == 	*                    [ 0.000003 ]     --- [  0.00000 rad ]
∣ 40❭:	 0.079590 +  0.000000 i	 == 	*                    [ 0.006335 ]     --- [  0.00000 rad ]
∣ 41❭:	 0.076150 +  0.000000 i	 == 	*                    [ 0.005799 ]     --- [  0.00000 rad ]
∣ 42❭:	 0.033954 +  0.000000 i	 == 	*                    [ 0.001153 ]     --- [  0.00000 rad ]
∣ 43❭:	 0.003656 +  0.000000 i	 == 	*                    [ 0.000013 ]     --- [  0.00000 rad ]
∣ 44❭:	 0.034548 +  0.000000 i	 == 	*                    [ 0.001194 ]     --- [  0.00000 rad ]
∣ 45❭:	 0.022335 +  0.000000 i	 == 	*                    [ 0.000499 ]     --- [  0.00000 rad ]
∣ 46❭:	 0.025159 +  0.000000 i	 == 	*                    [ 0.000633 ]     --- [  0.00000 rad ]
∣ 47❭:	 0.000274 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 48❭:	 0.080234 +  0.000000 i	 == 	*                    [ 0.006438 ]     --- [  0.00000 rad ]
∣ 49❭:	 0.078254 +  0.000000 i	 == 	*                    [ 0.006124 ]     --- [  0.00000 rad ]
∣ 50❭:	 0.027770 +  0.000000 i	 == 	*                    [ 0.000771 ]     --- [  0.00000 rad ]
∣ 51❭:	 0.005215 +  0.000000 i	 == 	*                    [ 0.000027 ]     --- [  0.00000 rad ]
∣ 52❭:	 0.032952 +  0.000000 i	 == 	*                    [ 0.001086 ]     --- [  0.00000 rad ]
∣ 53❭:	 0.025680 +  0.000000 i	 == 	*                    [ 0.000659 ]     --- [  0.00000 rad ]
∣ 54❭:	 0.022801 +  0.000000 i	 == 	*                    [ 0.000520 ]     --- [  0.00000 rad ]
∣ 55❭:	 0.000436 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 56❭:	 0.032702 +  0.000000 i	 == 	*                    [ 0.001069 ]     --- [  0.00000 rad ]
∣ 57❭:	 0.030223 +  0.000000 i	 == 	*                    [ 0.000913 ]     --- [  0.00000 rad ]
∣ 58❭:	 0.017066 +  0.000000 i	 == 	*                    [ 0.000291 ]     --- [  0.00000 rad ]
∣ 59❭:	 0.001037 +  0.000000 i	 == 	*                    [ 0.000001 ]     --- [  0.00000 rad ]
∣ 60❭:	 0.015245 +  0.000000 i	 == 	*                    [ 0.000232 ]     --- [  0.00000 rad ]
∣ 61❭:	 0.007302 +  0.000000 i	 == 	*                    [ 0.000053 ]     --- [  0.00000 rad ]
∣ 62❭:	 0.010949 +  0.000000 i	 == 	*                    [ 0.000120 ]     --- [  0.00000 rad ]
∣ 63❭:	 0.000078 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 64❭:	 0.194700 +  0.000000 i	 == 	*                    [ 0.037908 ]     --- [  0.00000 rad ]
∣ 65❭:	 0.191947 +  0.000000 i	 == 	*                    [ 0.036844 ]     --- [  0.00000 rad ]
∣ 66❭:	 0.055134 +  0.000000 i	 == 	*                    [ 0.003040 ]     --- [  0.00000 rad ]
∣ 67❭:	 0.019422 +  0.000000 i	 == 	*                    [ 0.000377 ]     --- [  0.00000 rad ]
∣ 68❭:	 0.077686 +  0.000000 i	 == 	*                    [ 0.006035 ]     --- [  0.00000 rad ]
∣ 69❭:	 0.068789 +  0.000000 i	 == 	*                    [ 0.004732 ]     --- [  0.00000 rad ]
∣ 70❭:	 0.046153 +  0.000000 i	 == 	*                    [ 0.002130 ]     --- [  0.00000 rad ]
∣ 71❭:	 0.001818 +  0.000000 i	 == 	*                    [ 0.000003 ]     --- [  0.00000 rad ]
∣ 72❭:	 0.079765 +  0.000000 i	 == 	*                    [ 0.006362 ]     --- [  0.00000 rad ]
∣ 73❭:	 0.076771 +  0.000000 i	 == 	*                    [ 0.005894 ]     --- [  0.00000 rad ]
∣ 74❭:	 0.032274 +  0.000000 i	 == 	*                    [ 0.001042 ]     --- [  0.00000 rad ]
∣ 75❭:	 0.004003 +  0.000000 i	 == 	*                    [ 0.000016 ]     --- [  0.00000 rad ]
∣ 76❭:	 0.034069 +  0.000000 i	 == 	*                    [ 0.001161 ]     --- [  0.00000 rad ]
∣ 77❭:	 0.023296 +  0.000000 i	 == 	*                    [ 0.000543 ]     --- [  0.00000 rad ]
∣ 78❭:	 0.024650 +  0.000000 i	 == 	*                    [ 0.000608 ]     --- [  0.00000 rad ]
∣ 79❭:	 0.000308 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 80❭:	 0.080359 +  0.000000 i	 == 	*                    [ 0.006458 ]     --- [  0.00000 rad ]
∣ 81❭:	 0.078626 +  0.000000 i	 == 	*                    [ 0.006182 ]     --- [  0.00000 rad ]
∣ 82❭:	 0.026493 +  0.000000 i	 == 	*                    [ 0.000702 ]     --- [  0.00000 rad ]
∣ 83❭:	 0.005688 +  0.000000 i	 == 	*                    [ 0.000032 ]     --- [  0.00000 rad ]
∣ 84❭:	 0.032692 +  0.000000 i	 == 	*                    [ 0.001069 ]     --- [  0.00000 rad ]
∣ 85❭:	 0.026336 +  0.000000 i	 == 	*                    [ 0.000694 ]     --- [  0.00000 rad ]
∣ 86❭:	 0.022105 +  0.000000 i	 == 	*                    [ 0.000489 ]     --- [  0.00000 rad ]
∣ 87❭:	 0.000488 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 88❭:	 0.032758 +  0.000000 i	 == 	*                    [ 0.001073 ]     --- [  0.00000 rad ]
∣ 89❭:	 0.030599 +  0.000000 i	 == 	*                    [ 0.000936 ]     --- [  0.00000 rad ]
∣ 90❭:	 0.016295 +  0.000000 i	 == 	*                    [ 0.000266 ]     --- [  0.00000 rad ]
∣ 91❭:	 0.001143 +  0.000000 i	 == 	*                    [ 0.000001 ]     --- [  0.00000 rad ]
∣ 92❭:	 0.015000 +  0.000000 i	 == 	*                    [ 0.000225 ]     --- [  0.00000 rad ]
∣ 93❭:	 0.007837 +  0.000000 i	 == 	*                    [ 0.000061 ]     --- [  0.00000 rad ]
∣ 94❭:	 0.010870 +  0.000000 i	 == 	*                    [ 0.000118 ]     --- [  0.00000 rad ]
∣ 95❭:	 0.000083 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣ 96❭:	 0.080546 +  0.000000 i	 == 	*                    [ 0.006488 ]     --- [  0.00000 rad ]
∣ 97❭:	 0.079188 +  0.000000 i	 == 	*                    [ 0.006271 ]     --- [  0.00000 rad ]
∣ 98❭:	 0.024353 +  0.000000 i	 == 	*                    [ 0.000593 ]     --- [  0.00000 rad ]
∣ 99❭:	 0.006762 +  0.000000 i	 == 	*                    [ 0.000046 ]     --- [  0.00000 rad ]
∣100❭:	 0.032335 +  0.000000 i	 == 	*                    [ 0.001046 ]     --- [  0.00000 rad ]
∣101❭:	 0.027492 +  0.000000 i	 == 	*                    [ 0.000756 ]     --- [  0.00000 rad ]
∣102❭:	 0.020638 +  0.000000 i	 == 	*                    [ 0.000426 ]     --- [  0.00000 rad ]
∣103❭:	 0.000609 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣104❭:	 0.032894 +  0.000000 i	 == 	*                    [ 0.001082 ]     --- [  0.00000 rad ]
∣105❭:	 0.031257 +  0.000000 i	 == 	*                    [ 0.000977 ]     --- [  0.00000 rad ]
∣106❭:	 0.014788 +  0.000000 i	 == 	*                    [ 0.000219 ]     --- [  0.00000 rad ]
∣107❭:	 0.001381 +  0.000000 i	 == 	*                    [ 0.000002 ]     --- [  0.00000 rad ]
∣108❭:	 0.014527 +  0.000000 i	 == 	*                    [ 0.000211 ]     --- [  0.00000 rad ]
∣109❭:	 0.008816 +  0.000000 i	 == 	*                    [ 0.000078 ]     --- [  0.00000 rad ]
∣110❭:	 0.010603 +  0.000000 i	 == 	*                    [ 0.000112 ]     --- [  0.00000 rad ]
∣111❭:	 0.000102 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣112❭:	 0.033175 +  0.000000 i	 == 	*                    [ 0.001101 ]     --- [  0.00000 rad ]
∣113❭:	 0.032235 +  0.000000 i	 == 	*                    [ 0.001039 ]     --- [  0.00000 rad ]
∣114❭:	 0.012082 +  0.000000 i	 == 	*                    [ 0.000146 ]     --- [  0.00000 rad ]
∣115❭:	 0.001980 +  0.000000 i	 == 	*                    [ 0.000004 ]     --- [  0.00000 rad ]
∣116❭:	 0.013780 +  0.000000 i	 == 	*                    [ 0.000190 ]     --- [  0.00000 rad ]
∣117❭:	 0.010339 +  0.000000 i	 == 	*                    [ 0.000107 ]     --- [  0.00000 rad ]
∣118❭:	 0.009719 +  0.000000 i	 == 	*                    [ 0.000094 ]     --- [  0.00000 rad ]
∣119❭:	 0.000161 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣120❭:	 0.013527 +  0.000000 i	 == 	*                    [ 0.000183 ]     --- [  0.00000 rad ]
∣121❭:	 0.012350 +  0.000000 i	 == 	*                    [ 0.000153 ]     --- [  0.00000 rad ]
∣122❭:	 0.007390 +  0.000000 i	 == 	*                    [ 0.000055 ]     --- [  0.00000 rad ]
∣123❭:	 0.000389 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
∣124❭:	 0.006415 +  0.000000 i	 == 	*                    [ 0.000041 ]     --- [  0.00000 rad ]
∣125❭:	 0.002795 +  0.000000 i	 == 	*                    [ 0.000008 ]     --- [  0.00000 rad ]
∣126❭:	 0.004552 +  0.000000 i	 == 	*                    [ 0.000021 ]     --- [  0.00000 rad ]
∣127❭:	 0.000031 +  0.000000 i	 == 	*                    [ 0.000000 ]     --- [  0.00000 rad ]
