tst=0
info=0.0,0.0
nuc=12.703980251
Ehf=-397.308875355
0,0=-128.570220824
0,1=2.084796586
0,2=-0.000100105
0,3=-0.037149028
0,5=-0.443260558
0,6=0.000462717
0,7=-0.236505169
0,9=0.001447838
0,10=0.227513970
1,1=-31.625134615
1,2=-0.000016200
1,3=-0.003630003
1,5=1.919839713
1,6=-0.001932974
1,7=0.983470919
1,9=-0.006176472
1,10=-0.967978475
2,2=-30.127681669
2,3=0.000003900
2,5=0.001510211
2,6=1.557423321
2,7=-0.002082202
2,9=2.084521924
2,10=-0.017619526
3,3=-30.130614330
3,5=0.363252547
3,6=-0.001209110
3,7=-1.807091578
3,9=-0.016158196
3,10=-1.801176850
4,4=-30.152691952
4,8=-2.416027283
5,5=-9.946315536
5,6=0.000887317
5,7=-0.868907074
5,9=0.011608240
5,10=1.871385463
6,6=-8.343152639
6,7=0.002534646
6,9=-2.146117846
6,10=0.014267894
7,7=-9.383441708
7,9=-0.012933100
7,10=-1.503015409
8,8=-10.298017723
9,9=-8.612153757
9,10=0.002047089
10,10=-8.423466780
0,0,0,0=9.638314599
0,1,0,0=-1.252568429
0,1,0,1=0.278266346
0,1,1,0=2.855451226
0,1,1,1=-0.100436808
1,1,1,1=1.981806081
0,2,0,0=0.000063283
0,2,0,1=-0.000009276
1,2,0,1=0.000016063
0,2,0,2=0.112875089
0,2,1,0=-0.000015077
0,2,1,1=0.000008331
1,2,1,1=0.000032501
0,2,1,2=0.123883194
1,2,1,2=0.409958019
0,2,2,0=2.814727222
0,2,2,1=-0.053771975
1,2,2,1=2.010151822
0,2,2,2=-0.000010016
1,2,2,2=-0.000038055
2,2,2,2=2.218867308
0,3,0,0=0.024565841
0,3,0,1=-0.003539905
1,3,0,1=0.006337591
1,3,0,2=-0.000000473
2,3,0,2=0.000976610
0,3,0,3=0.113004356
0,3,1,0=-0.005168928
0,3,1,1=0.003275954
1,3,1,1=0.013222425
0,3,1,2=-0.000000470
1,3,1,2=-0.000001373
2,3,1,2=-0.002813410
0,3,1,3=0.123826758
1,3,1,3=0.409646528
0,3,2,0=-0.000002270
0,3,2,1=-0.000000165
1,3,2,1=-0.000002325
0,3,2,2=-0.002453634
1,3,2,2=-0.005873547
2,3,2,2=-0.000000640
0,3,2,3=-0.000006238
1,3,2,3=-0.000014777
2,3,2,3=0.118940698
0,3,3,0=2.815632388
0,3,3,1=-0.053908505
1,3,3,1=2.010099836
0,3,3,2=0.000002576
1,3,3,2=-0.000007781
2,3,3,2=1.981721672
0,3,3,3=-0.003904026
1,3,3,3=-0.014377454
2,3,3,3=-0.000000553
3,3,3,3=2.220382387
0,4,0,4=0.113381377
0,4,1,4=0.124313971
1,4,1,4=0.410679617
0,4,2,4=-0.000006262
1,4,2,4=-0.000014820
2,4,2,4=0.119059973
0,4,3,4=-0.002449685
1,4,3,4=-0.005799436
2,4,3,4=0.000000199
3,4,3,4=0.119205320
0,4,4,0=2.821100657
0,4,4,1=-0.054011764
1,4,4,1=2.013293304
0,4,4,2=0.000002576
1,4,4,2=-0.000007814
2,4,4,2=1.984406624
0,4,4,3=0.000993616
1,4,4,3=-0.002733874
2,4,4,3=-0.000000979
3,4,4,3=1.984872438
4,4,4,4=2.226185181
0,5,0,0=0.284186821
0,5,0,1=-0.064522839
1,5,0,1=0.021930434
0,5,0,2=-0.000017075
1,5,0,2=-0.000021985
2,5,0,2=0.010783161
0,5,0,3=-0.003883567
1,5,0,3=-0.005656530
2,5,0,3=0.000000710
3,5,0,3=0.011006619
4,5,0,4=0.010821960
0,5,0,5=0.015178162
0,5,1,0=-0.372512055
0,5,1,1=0.023632775
1,5,1,1=-0.178919304
0,5,1,2=-0.000016813
1,5,1,2=-0.000034782
2,5,1,2=-0.184360378
0,5,1,3=-0.004540299
1,5,1,3=-0.009008674
2,5,1,3=0.000001670
3,5,1,3=-0.184166674
4,5,1,4=-0.185097496
0,5,1,5=-0.005024456
1,5,1,5=0.029210206
0,5,2,0=-0.000262310
0,5,2,1=0.000007559
1,5,2,1=-0.000142203
0,5,2,2=-0.020293462
1,5,2,2=-0.045075312
2,5,2,2=-0.000157896
0,5,2,3=0.000000417
1,5,2,3=0.000002568
2,5,2,3=-0.002192157
3,5,2,3=-0.000138155
4,5,2,4=-0.000138461
0,5,2,5=0.000001858
1,5,2,5=0.000030135
2,5,2,5=0.010601066
0,5,3,0=-0.063529059
0,5,3,1=0.001617650
1,5,3,1=-0.035056131
0,5,3,2=0.000000592
1,5,3,2=0.000002713
2,5,3,2=-0.033346076
0,5,3,3=-0.020262735
1,5,3,3=-0.044907883
2,5,3,3=-0.000010021
3,5,3,3=-0.037812523
4,5,3,4=-0.033463838
0,5,3,5=0.000509617
1,5,3,5=0.007491546
2,5,3,5=0.000004277
3,5,3,5=0.011606509
0,5,4,4=-0.020536824
1,5,4,4=-0.046202921
2,5,4,4=-0.000010087
3,5,4,4=-0.002224578
4,5,4,5=0.010507012
0,5,5,0=0.658146084
0,5,5,1=-0.005608362
1,5,5,1=0.612949792
0,5,5,2=0.000021201
1,5,5,2=0.000113119
2,5,5,2=0.613321650
0,5,5,3=0.005256747
1,5,5,3=0.027553931
