tst=0
info=0.9573,104.5000
nuc=9.194051530317
Ehf=-75.678694677006
0,0=-33.023096762
0,1=-0.567080830731
1,1=-7.71935778878
0,3=-0.238894308645
1,3=-0.444299389896
3,3=-7.01226082876
0,5=-0.318273660611
1,5=-1.41033816501
3,5=1.07022548203
5,5=-5.37638671384
4,4=-7.47566637052
2,2=-6.38399193627
2,6=-1.71522041468
6,6=-5.61876857551
0,0,0,0=4.76161790555
0,1,0,0=0.426706610246
0,1,1,0=1.01898320448
0,3,0,0=0.189376266538
0,3,1,0=0.134445344571
0,3,3,0=1.00463344012
0,5,0,0=0.251903627598
0,5,1,0=0.31955848902
0,5,3,0=-0.214840152892
0,5,5,0=0.813004004644
0,4,4,0=1.11708127622
0,2,2,0=0.802530179264
0,6,2,0=0.363598826867
0,6,6,0=0.869739983097
0,0,0,1=0.426706610246
0,1,0,1=0.0619632367943
0,1,1,1=0.0140031301522
0,3,0,1=0.024439314158
0,3,1,1=0.00979550326145
0,3,3,1=0.013454047884
0,5,0,1=0.0393621752643
0,5,1,1=0.00761761935603
0,5,3,1=-0.00153003192251
0,5,5,1=0.00758949610964
0,4,4,1=0.0112199121131
0,2,2,1=0.00414235262098
0,6,2,1=0.00726521482242
0,6,6,1=0.00906610098581
0,0,0,3=0.189376266538
0,1,0,3=0.024439314158
0,1,1,3=0.0162366147151
0,3,0,3=0.0292511647452
0,3,1,3=-0.0186366946963
0,3,3,3=-0.0115332347527
0,5,0,3=0.00189277660373
0,5,1,3=0.0190771989273
0,5,3,3=-0.00205716473973
0,5,5,3=0.0214951223439
0,4,4,3=0.00467351595345
0,2,2,3=0.0061053049691
0,6,2,3=-0.000966493858542
0,6,6,3=0.00391957903027
0,0,0,5=0.251903627598
0,1,0,5=0.0393621752643
0,1,1,5=0.00159531557804
0,3,0,5=0.00189277660373
0,3,1,5=0.0208006433931
0,3,3,5=0.0192128764988
0,5,0,5=0.0345317026601
0,5,1,5=-0.00618818805263
0,5,3,5=0.000268137336427
0,5,5,5=-0.00801747185217
0,4,4,5=0.00594697689004
0,2,2,5=-0.000300305276335
0,6,2,5=0.00679583822244
0,6,6,5=0.00501781131516
1,0,0,0=0.426706610246
1,1,0,0=0.0619632367943
1,1,1,0=0.0140031301522
1,3,0,0=0.024439314158
1,3,1,0=0.00979550326145
1,3,3,0=0.013454047884
1,5,0,0=0.0393621752643
1,5,1,0=0.00761761935603
1,5,3,0=-0.00153003192251
1,5,5,0=0.00758949610964
1,4,4,0=0.0112199121131
1,2,2,0=0.00414235262098
1,6,2,0=0.00726521482242
1,6,6,0=0.00906610098581
1,0,0,1=1.01898320448
1,1,0,1=0.0140031301522
1,1,1,1=0.73099014775
1,3,0,1=0.0162366147151
1,3,1,1=-0.0031582625032
1,3,3,1=0.678460454858
1,5,0,1=0.00159531557804
1,5,1,1=0.145036053004
1,5,3,1=-0.095683192718
1,5,5,1=0.616489694252
1,4,4,1=0.749932533304
1,2,2,1=0.646747805117
1,6,2,1=0.139844042946
1,6,6,1=0.625102513231
1,0,0,3=0.134445344571
1,1,0,3=0.00979550326145
1,1,1,3=-0.0031582625032
1,3,0,3=-0.0186366946963
1,3,1,3=0.124814913214
1,3,3,3=0.104377105682
1,5,0,3=0.0208006433931
1,5,1,3=-0.0209206414946
1,5,3,3=-0.031505073817
1,5,5,3=-0.0585527740291
1,4,4,3=0.0690727569138
1,2,2,3=-0.00635058327098
1,6,2,3=0.076456843879
1,6,6,3=0.0137941160405
1,0,0,5=0.31955848902
1,1,0,5=0.00761761935603
1,1,1,5=0.145036053004
1,3,0,5=0.0190771989273
1,3,1,5=-0.0209206414946
1,3,3,5=0.0896105917146
1,5,0,5=-0.00618818805263
1,5,1,5=0.103010552235
1,5,3,5=-0.0612191966375
1,5,5,5=0.098600241906
1,4,4,5=0.15992189039
1,2,2,5=0.077026163396
1,6,2,5=0.0773418316036
