tst=0
info=0,0
nuc=-264.372675116
Ehf=-271.94108798
0,0=-2.34842034319
1,0=-0.0214395084013
1,1=-1.3997910672
2,0=0.0737638192415
2,1=0.0170900459004
2,2=-2.25734603774
3,0=0.0105788985822
3,1=0.125913315615
3,2=-0.0410781196315
3,3=-1.33725130569
4,0=0.0983012544271
4,1=-0.016054310958
4,2=0.0202502228857
4,3=-0.00317801632157
4,4=-0.99019584513
5,0=-0.179093621531
5,1=-0.0343957484552
5,2=-0.130591521208
5,3=-0.0393805652822
5,4=-0.0544446710512
5,5=-0.999495395298
6,0=0.186620893432
6,1=-0.00191621596804
6,2=0.0200418037127
6,3=-0.0014317051514
6,4=-0.000773197339198
6,5=-0.0109334083864
6,6=-1.49769724264
7,0=0.0949658194492
7,1=0.0460319984744
7,2=-0.0976370091504
7,3=-0.0910514903473
7,4=-0.061542304333
7,5=-0.0144520565341
7,6=-0.0216180278806
7,7=-1.74686558883
0,0,0,0=0.655574943304
0,1,0,0=0.0203889769931
1,1,0,0=0.00149627828351
1,1,0,1=-0.0088715389716
0,1,1,0=0.159969984496
1,1,1,1=0.400773404558
0,2,0,0=0.0409203785005
1,2,0,0=0.000692999557356
1,2,0,1=-0.0149350282426
2,2,0,0=0.0330555719501
2,2,0,1=0.00166039397394
2,2,0,2=-0.0472253799949
0,2,1,0=-0.0154607351305
1,2,1,0=-0.00192782279523
1,2,1,1=0.0186857081775
2,2,1,1=0.00722321186693
2,2,1,2=-0.0270021276949
0,2,2,0=0.387059188648
1,2,2,0=0.00982739476794
1,2,2,1=0.207310758136
2,2,2,2=0.564391747825
0,3,0,0=0.00242637367406
1,3,0,0=-0.000225864340016
1,3,0,1=-0.00215478782485
2,3,0,0=0.00486441657273
2,3,0,1=0.00078376297629
2,3,0,2=-0.00520903595723
3,3,0,0=0.00130581047065
3,3,0,1=-0.00381258848445
3,3,0,2=-0.00141601695237
3,3,0,3=-0.0020072562141
0,3,1,0=-0.0251009035186
1,3,1,0=-0.00094584639645
1,3,1,1=-0.00375586057621
2,3,1,0=0.00503952780676
2,3,1,1=-0.00711997849545
2,3,1,2=-0.0410511756829
3,3,1,1=0.113463829125
3,3,1,2=0.00943356285761
3,3,1,3=-0.0083017472966
0,3,2,0=0.0283514881032
1,3,2,0=0.00223280187619
1,3,2,1=-0.0195039833871
2,3,2,0=-0.00111730043082
2,3,2,1=-0.00550325938041
2,3,2,2=0.0251071046239
3,3,2,2=0.00871177748667
3,3,2,3=-0.0207506548401
0,3,3,0=0.163420284103
1,3,3,0=-0.00859314252228
1,3,3,1=0.40237328665
2,3,3,0=-0.0158309718755
2,3,3,1=0.019253642487
2,3,3,2=0.213452357302
3,3,3,3=0.412176817599
0,4,0,0=-0.0286838526381
1,4,0,0=-0.00208477109004
1,4,0,1=-0.0133594849718
2,4,0,0=0.0234113879066
2,4,0,1=-0.00217208521673
2,4,0,2=-0.0131921629079
3,4,0,0=0.00516821157971
3,4,0,1=0.0035109679732
3,4,0,2=0.000619738048163
3,4,0,3=-0.0136195034082
4,4,0,0=0.0930962562623
4,4,0,1=0.00273495678814
4,4,0,2=0.0106441126903
4,4,0,3=0.000667045269177
4,4,0,4=-0.0229823730417
0,4,1,0=0.00230346395878
1,4,1,0=0.000331471683053
1,4,1,1=-0.00677328257116
2,4,1,0=-0.00124839722837
2,4,1,1=-0.00182780497716
2,4,1,2=0.0112124352326
3,4,1,0=-8.16040027893e-05
3,4,1,1=-0.00032079727982
3,4,1,2=0.00191280029903
3,4,1,3=-0.00686961043452
4,4,1,1=0.00122944357409
4,4,1,2=-0.00441441448359
4,4,1,3=-0.000802485507629
4,4,1,4=0.00440304020295
0,4,2,0=0.0268107178031
1,4,2,0=-0.000231005838381
1,4,2,1=-0.00196740441182
2,4,2,0=0.0174085647668
2,4,2,1=0.00742768445394
2,4,2,2=-0.0473105200115
